Sun Jun 27 21:50:15 2021    cprofile.prof

         15545163 function calls (14716914 primitive calls) in 21.072 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      541    0.001    0.000    0.009    0.000 fromnumeric.py:199(reshape)
      603    0.002    0.000    0.008    0.000 fromnumeric.py:39(_wrapit)
      120    0.003    0.000    0.008    0.000 ticker.py:884(_set_format)
     1834    0.001    0.000    0.008    0.000 transforms.py:1763(transform)
        1    0.000    0.000    0.008    0.008 cm.py:1(<module>)
        1    0.000    0.000    0.008    0.008 animation.py:19(<module>)
       80    0.000    0.000    0.008    0.000 scale.py:96(set_default_locators_and_formatters)
     3715    0.002    0.000    0.008    0.000 contextlib.py:238(helper)
      360    0.000    0.000    0.008    0.000 utils.py:324(disp_len)
       78    0.000    0.000    0.008    0.000 artist.py:749(set_clip_path)
    10000    0.004    0.000    0.008    0.000 siso.py:51(get_u)
        2    0.002    0.001    0.008    0.004 font_manager.py:1307(_findfont_cached)
      212    0.001    0.000    0.008    0.000 text.py:272(update_from)
      272    0.000    0.000    0.008    0.000 lines.py:1159(set_marker)
      684    0.007    0.000    0.008    0.000 stride_tricks.py:339(_broadcast_to)
        1    0.000    0.000    0.008    0.008 index_tricks.py:1(<module>)
      378    0.007    0.000    0.008    0.000 sre_compile.py:276(_optimize_charset)
     1137    0.001    0.000    0.008    0.000 artist.py:876(_set_gc_clip)
       60    0.001    0.000    0.008    0.000 axis.py:1251(get_minorticklocs)
      191    0.001    0.000    0.008    0.000 transforms.py:1992(rotate_deg_around)
      416    0.001    0.000    0.008    0.000 lines.py:1203(set_markerfacecolor)
        1    0.000    0.000    0.008    0.008 _policybase.py:1(<module>)
      366    0.000    0.000    0.008    0.000 transforms.py:2740(get_transformed_path_and_affine)
      708    0.000    0.000    0.008    0.000 lines.py:717(_get_transformed_path)
      360    0.000    0.000    0.008    0.000 utils.py:320(_text_width)
      696    0.001    0.000    0.008    0.000 lines.py:702(_transform_path)
     1864    0.004    0.000    0.008    0.000 transforms.py:1829(transform_affine)
       60    0.000    0.000    0.008    0.000 axis.py:761(clear)
        1    0.006    0.006    0.008    0.008 plot.py:28(<listcomp>)
      780    0.001    0.000    0.007    0.000 transforms.py:1315(__add__)
       72    0.001    0.000    0.007    0.000 __init__.py:1278(_preprocess_data)
        1    0.000    0.000    0.007    0.007 _pickle.py:1(<module>)
      774    0.002    0.000    0.007    0.000 transforms.py:1587(transform_path_non_affine)
       26    0.000    0.000    0.007    0.000 backend_bases.py:3060(mouse_move)
        1    0.000    0.000    0.007    0.007 pyparsing.py:6398(pyparsing_common)
     2019    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
        1    0.006    0.006    0.007    0.007 example.py:61(<listcomp>)
      417    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
    85925    0.007    0.000    0.007    0.000 inspect.py:2539(kind)
     1694    0.002    0.000    0.007    0.000 markers.py:238(_recache)
        1    0.000    0.000    0.007    0.007 backend_tkagg.py:1(<module>)
     2303    0.005    0.000    0.007    0.000 __init__.py:64(check_isinstance)
     5309    0.003    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
    55/44    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1107(exec_module)
        5    0.000    0.000    0.007    0.001 _backend_tk.py:260(enter_notify_event)
     2092    0.007    0.000    0.007    0.000 {built-in method posix.stat}
    55/44    0.002    0.000    0.007    0.000 {built-in method _imp.exec_dynamic}
     2251    0.006    0.000    0.007    0.000 transforms.py:207(set_children)
        1    0.000    0.000    0.007    0.007 cm.py:32(_gen_cmap_registry)
      309    0.000    0.000    0.007    0.000 font_manager.py:670(_from_any)
    26939    0.007    0.000    0.007    0.000 {method 'split' of 'str' objects}
        5    0.000    0.000    0.007    0.001 backend_bases.py:1957(enter_notify_event)
     1266    0.001    0.000    0.007    0.000 <__array_function__ internals>:2(amin)
        1    0.000    0.000    0.007    0.007 fromnumeric.py:1(<module>)
      913    0.001    0.000    0.007    0.000 font_manager.py:704(__eq__)
       15    0.000    0.000    0.007    0.000 _base.py:2785(_update_title_position)
        1    0.000    0.000    0.007    0.007 _backend_tk.py:1(<module>)
     1137    0.002    0.000    0.007    0.000 backend_bases.py:922(set_clip_path)
     2699    0.001    0.000    0.007    0.000 figure.py:50(_stale_figure_callback)
      430    0.000    0.000    0.006    0.000 axis.py:1971(getter)
      120    0.000    0.000    0.006    0.000 std.py:340(fp_write)
      120    0.002    0.000    0.006    0.000 ticker.py:808(_compute_offset)
        3    0.000    0.000    0.006    0.002 rcsetup.py:164(_validate_date_converter)
      342    0.000    0.000    0.006    0.000 transforms.py:2729(get_transformed_points_and_affine)
      733    0.001    0.000    0.006    0.000 colors.py:150(_check_color_like)
     1544    0.002    0.000    0.006    0.000 transforms.py:170(invalidate)
      215    0.001    0.000    0.006    0.000 sre_compile.py:536(_compile_info)
       30    0.000    0.000    0.006    0.000 axis.py:239(set_clip_path)
      467    0.001    0.000    0.006    0.000 axis.py:464(update_position)
      244    0.000    0.000    0.006    0.000 utils.py:140(inner)
        1    0.000    0.000    0.006    0.006 _internal.py:1(<module>)
       63    0.000    0.000    0.006    0.000 axis.py:1247(get_majorticklocs)
     1470    0.002    0.000    0.006    0.000 path.py:161(_fast_from_codes_and_verts)
     3715    0.005    0.000    0.006    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.006    0.006 __init__.py:17(<module>)
        1    0.000    0.000    0.006    0.006 _base.py:1(<module>)
        1    0.000    0.000    0.006    0.006 dates.py:1(<module>)
        1    0.000    0.000    0.006    0.006 blocking_input.py:1(<module>)
       15    0.000    0.000    0.006    0.000 axis.py:2102(_update_offset_text_position)
      696    0.002    0.000    0.006    0.000 transforms.py:2701(__init__)
      512    0.000    0.000    0.006    0.000 _base.py:780(viewLim)
      345    0.005    0.000    0.006    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     9098    0.006    0.000    0.006    0.000 transforms.py:107(__init__)
       30    0.003    0.000    0.006    0.000 enum.py:136(__new__)
       24    0.000    0.000    0.006    0.000 __init__.py:1630(configure)
     1749    0.002    0.000    0.006    0.000 text.py:820(get_unitless_position)
       24    0.000    0.000    0.006    0.000 __init__.py:1617(_configure)
       27    0.000    0.000    0.006    0.000 pyparsing.py:3294(__init__)
    18810    0.004    0.000    0.006    0.000 utils.py:321(<genexpr>)
       18    0.000    0.000    0.006    0.000 backend_bases.py:3017(_wait_cursor_for_draw_cm)
      108    0.001    0.000    0.006    0.000 docstring.py:38(__call__)
       26    0.000    0.000    0.006    0.000 backend_bases.py:3039(_mouse_event_to_message)
        1    0.000    0.000    0.005    0.005 py3k.py:1(<module>)
     1266    0.001    0.000    0.005    0.000 fromnumeric.py:2742(amin)
        8    0.000    0.000    0.005    0.001 _backend_tk.py:569(set_cursor)
       10    0.000    0.000    0.005    0.001 axis.py:653(__init__)
      318    0.001    0.000    0.005    0.000 lines.py:1290(update_from)
       39    0.002    0.000    0.005    0.000 __init__.py:1538(_substitute)
        1    0.000    0.000    0.005    0.005 reader.py:18(<module>)
        6    0.000    0.000    0.005    0.001 _base.py:3984(format_coord)
        1    0.000    0.000    0.005    0.005 _mathtext.py:1(<module>)
      401    0.001    0.000    0.005    0.000 axis.py:531(update_position)
        1    0.000    0.000    0.005    0.005 artist.py:1(<module>)
        1    0.000    0.000    0.005    0.005 Image.py:27(<module>)
        1    0.000    0.000    0.005    0.005 reader.py:45(Reader)
        1    0.004    0.004    0.005    0.005 plot.py:30(<listcomp>)
     9998    0.005    0.000    0.005    0.000 stride_tricks.py:20(__init__)
    26500    0.005    0.000    0.005    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.005    0.005 scale.py:1(<module>)
      362    0.005    0.000    0.005    0.000 {built-in method io.open_code}
      732    0.002    0.000    0.005    0.000 transforms.py:2311(__init__)
        1    0.000    0.000    0.005    0.005 utils.py:5(<module>)
        1    0.000    0.000    0.005    0.005 ssl.py:4(<module>)
      760    0.001    0.000    0.005    0.000 {method 'min' of 'numpy.ndarray' objects}
       12    0.001    0.000    0.005    0.000 ticker.py:719(format_data_short)
       32    0.000    0.000    0.005    0.000 colors.py:915(from_list)
        1    0.000    0.000    0.005    0.005 backend_bases.py:1(<module>)
      120    0.001    0.000    0.005    0.000 ticker.py:263(<listcomp>)
      904    0.003    0.000    0.005    0.000 __init__.py:133(check_shape)
    10000    0.004    0.000    0.005    0.000 random.py:415(uniform)
       13    0.000    0.000    0.005    0.000 enum.py:445(_convert_)
       80    0.000    0.000    0.005    0.000 ticker.py:2890(__init__)
      416    0.001    0.000    0.005    0.000 lines.py:1045(set_color)
  490/489    0.001    0.000    0.005    0.000 transforms.py:1089(get_points)
    10080    0.005    0.000    0.005    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    39274    0.005    0.000    0.005    0.000 {function RcParams.__getitem__ at 0x7fccf1754550}
     2272    0.003    0.000    0.005    0.000 inspect.py:2477(__init__)
        5    0.000    0.000    0.005    0.001 axis.py:1999(__init__)
      714    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
       80    0.000    0.000    0.005    0.000 ticker.py:2086(__init__)
    10682    0.004    0.000    0.004    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
2802/1544    0.004    0.000    0.004    0.000 transforms.py:180(_invalidate_internal)
       36    0.002    0.000    0.004    0.000 __init__.py:313(namedtuple)
       17    0.000    0.000    0.004    0.000 rcsetup.py:880(validate_cycler)
     4994    0.004    0.000    0.004    0.000 linalg.py:102(get_linalg_error_extobj)
        1    0.000    0.000    0.004    0.004 network.py:35(<module>)
      617    0.002    0.000    0.004    0.000 transforms.py:2017(scale)
      760    0.000    0.000    0.004    0.000 _methods.py:41(_amin)
      428    0.000    0.000    0.004    0.000 rcsetup.py:377(validate_color)
      732    0.002    0.000    0.004    0.000 ticker.py:663(__call__)
     5586    0.002    0.000    0.004    0.000 font_manager.py:1300(<genexpr>)
       80    0.000    0.000    0.004    0.000 ticker.py:2157(set_params)
        5    0.000    0.000    0.004    0.001 _base.py:1116(_gen_axes_spines)
     4231    0.001    0.000    0.004    0.000 abc.py:96(__instancecheck__)
       25    0.000    0.000    0.004    0.000 _base.py:1131(<genexpr>)
      168    0.001    0.000    0.004    0.000 patches.py:546(_bind_draw_path_function)
      760    0.002    0.000    0.004    0.000 functools.py:34(update_wrapper)
      290    0.001    0.000    0.004    0.000 overrides.py:93(verify_matching_signatures)
      931    0.002    0.000    0.004    0.000 font_manager.py:1413(get_font)
       16    0.000    0.000    0.004    0.000 _base.py:245(__call__)
       20    0.000    0.000    0.004    0.000 spines.py:423(linear_spine)
     2668    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
     1082    0.001    0.000    0.004    0.000 artist.py:993(set_visible)
       45    0.000    0.000    0.004    0.000 transforms.py:680(<listcomp>)
    33106    0.004    0.000    0.004    0.000 artist.py:822(get_animated)
    47025    0.004    0.000    0.004    0.000 inspect.py:2527(name)
      416    0.000    0.000    0.004    0.000 lines.py:1217(set_markerfacecoloralt)
        2    0.000    0.000    0.004    0.002 platform.py:884(system)
     1036    0.001    0.000    0.004    0.000 {method 'max' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.004    0.002 platform.py:746(uname)
      732    0.001    0.000    0.004    0.000 axis.py:306(set_label1)
      366    0.000    0.000    0.004    0.000 transforms.py:263(__array__)
        1    0.000    0.000    0.004    0.004 platform.py:603(_syscmd_uname)
        1    0.000    0.000    0.004    0.004 font_manager.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _mathtext.py:1923(Parser)
      621    0.001    0.000    0.004    0.000 transforms.py:341(ymax)
     6202    0.003    0.000    0.004    0.000 __init__.py:100(check_in_list)
        1    0.000    0.000    0.004    0.004 axis.py:1(<module>)
      570    0.001    0.000    0.004    0.000 transforms.py:326(xmin)
      120    0.002    0.000    0.004    0.000 ticker.py:847(_set_order_of_magnitude)
      530    0.002    0.000    0.004    0.000 artist.py:1131(update_from)
       37    0.000    0.000    0.004    0.000 __init__.py:1243(_add_data_doc)
        1    0.000    0.000    0.004    0.004 ticker.py:1(<module>)
     1824    0.001    0.000    0.004    0.000 transforms.py:2218(get_affine)
      317    0.001    0.000    0.004    0.000 text.py:929(set_color)
        1    0.000    0.000    0.004    0.004 _mathtext.py:2505(<lambda>)
        1    0.000    0.000    0.004    0.004 _mathtext.py:2505(<listcomp>)
  523/519    0.001    0.000    0.004    0.000 transforms.py:2562(get_matrix)
      732    0.000    0.000    0.004    0.000 axis.py:319(set_label2)
      638    0.001    0.000    0.004    0.000 text.py:236(get_rotation)
        5    0.000    0.000    0.004    0.001 axis.py:2268(__init__)
        1    0.000    0.000    0.004    0.004 argparse.py:4(<module>)
      769    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:376(cached)
     4994    0.004    0.000    0.004    0.000 linalg.py:199(_assert_stacked_square)
        8    0.000    0.000    0.004    0.000 _base.py:2097(add_line)
        5    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:841(source_to_code)
     5000    0.004    0.000    0.004    0.000 RBF.py:100(get_param_num)
        7    0.004    0.001    0.004    0.001 {method 'readlines' of '_io._IOBase' objects}
    23857    0.004    0.000    0.004    0.000 {method 'pop' of 'dict' objects}
        3    0.000    0.000    0.004    0.001 Image.py:336(preinit)
     1243    0.002    0.000    0.004    0.000 __init__.py:907(get_siblings)
     3156    0.001    0.000    0.004    0.000 artist.py:193(convert_xunits)
      828    0.004    0.000    0.004    0.000 stride_tricks.py:414(_broadcast_shape)
      606    0.001    0.000    0.004    0.000 transforms.py:331(ymin)
        1    0.000    0.000    0.004    0.004 defmatrix.py:1(<module>)
       20    0.000    0.000    0.004    0.000 spines.py:34(__init__)
        5    0.000    0.000    0.004    0.001 _base.py:2630(autoscale_view)
